Enter the serial port of the morteren (default /dev/ttyACM0 ):Enter the serial port of the vinke (default /dev/ttyACM1 ):p	1.900000	i	1.111000	d	0.200000	min	-255.000000	max	255.000000
vinkel	112.730003	error	-15.730003	ønsked vinkel	97	shardpwm	0	tid delat	0.004030
vinkel	112.730003	error	-15.730003	ønsked vinkel	97	shardpwm	0	tid delat	0.000988
vinkel	112.739998	error	-15.739998	ønsked vinkel	97	shardpwm	0	tid delat	0.004013
vinkel	112.730003	error	-15.730003	ønsked vinkel	97	shardpwm	1	tid delat	0.000986
vinkel	112.720001	error	-15.720001	ønsked vinkel	97	shardpwm	0	tid delat	0.004991
vinkel	112.720001	error	-15.720001	ønsked vinkel	97	shardpwm	0	tid delat	0.001003
vinkel	112.730003	error	-15.730003	ønsked vinkel	97	shardpwm	0	tid delat	0.003994
vinkel	112.699997	error	-15.699997	ønsked vinkel	97	shardpwm	5	tid delat	0.000995
vinkel	112.709999	error	-15.709999	ønsked vinkel	97	shardpwm	0	tid delat	0.005008
vinkel	112.709999	error	-15.709999	ønsked vinkel	97	shardpwm	0	tid delat	0.000998
vinkel	112.709999	error	-15.709999	ønsked vinkel	97	shardpwm	0	tid delat	0.003996
vinkel	112.730003	error	-15.730003	ønsked vinkel	97	shardpwm	-4	tid delat	0.001000
vinkel	112.730003	error	-15.730003	ønsked vinkel	97	shardpwm	0	tid delat	0.003998
vinkel	112.730003	error	-15.730003	ønsked vinkel	97	shardpwm	0	tid delat	0.001008
vinkel	112.730003	error	-15.730003	ønsked vinkel	97	shardpwm	0	tid delat	0.004999
vinkel	112.720001	error	-15.720001	ønsked vinkel	97	shardpwm	1	tid delat	0.000986
vinkel	112.720001	error	-17.720001	ønsked vinkel	95	shardpwm	-104	tid delat	0.004013
vinkel	112.709999	error	-17.709999	ønsked vinkel	95	shardpwm	-2	tid delat	0.000996
vinkel	112.720001	error	-17.720001	ønsked vinkel	95	shardpwm	-5	tid delat	0.003990
vinkel	112.739998	error	-17.739998	ønsked vinkel	95	shardpwm	-8	tid delat	0.001001
vinkel	112.739998	error	-17.739998	ønsked vinkel	95	shardpwm	-4	tid delat	0.001003
vinkel	112.739998	error	-17.739998	ønsked vinkel	95	shardpwm	-4	tid delat	0.004005
vinkel	112.739998	error	-17.739998	ønsked vinkel	95	shardpwm	-4	tid delat	0.000997
vinkel	112.720001	error	-17.720001	ønsked vinkel	95	shardpwm	-4	tid delat	0.004054
vinkel	112.750000	error	-17.750000	ønsked vinkel	95	shardpwm	-11	tid delat	0.000942
vinkel	112.750000	error	-17.750000	ønsked vinkel	95	shardpwm	-5	tid delat	0.005005
vinkel	112.760002	error	-17.760002	ønsked vinkel	95	shardpwm	-7	tid delat	0.000997
vinkel	112.760002	error	-17.760002	ønsked vinkel	95	shardpwm	-5	tid delat	0.004002
vinkel	112.760002	error	-17.760002	ønsked vinkel	95	shardpwm	-5	tid delat	0.001006
vinkel	112.760002	error	-17.760002	ønsked vinkel	95	shardpwm	-5	tid delat	0.004027
vinkel	112.760002	error	-17.760002	ønsked vinkel	95	shardpwm	-5	tid delat	0.000974
vinkel	112.760002	error	-17.760002	ønsked vinkel	95	shardpwm	-5	tid delat	0.004988
vinkel	112.769997	error	-17.769997	ønsked vinkel	95	shardpwm	-7	tid delat	0.000994
vinkel	112.769997	error	-17.769997	ønsked vinkel	95	shardpwm	-5	tid delat	0.004004
vinkel	112.760002	error	-17.760002	ønsked vinkel	95	shardpwm	-3	tid delat	0.001005
vinkel	112.760002	error	-17.760002	ønsked vinkel	95	shardpwm	-5	tid delat	0.004009
vinkel	112.760002	error	-17.760002	ønsked vinkel	95	shardpwm	-5	tid delat	0.000992
vinkel	112.760002	error	-17.760002	ønsked vinkel	95	shardpwm	-5	tid delat	0.000993
vinkel	112.699997	error	-17.699997	ønsked vinkel	95	shardpwm	-2	tid delat	0.004002
vinkel	112.720001	error	-17.720001	ønsked vinkel	95	shardpwm	-9	tid delat	0.000996
vinkel	112.720001	error	-17.720001	ønsked vinkel	95	shardpwm	-5	tid delat	0.004022
vinkel	112.720001	error	-17.720001	ønsked vinkel	95	shardpwm	-5	tid delat	0.000996
vinkel	112.730003	error	-17.730003	ønsked vinkel	95	shardpwm	-6	tid delat	0.004990
vinkel	112.699997	error	-17.699997	ønsked vinkel	95	shardpwm	0	tid delat	0.001002
vinkel	112.699997	error	-17.699997	ønsked vinkel	95	shardpwm	-6	tid delat	0.004011
vinkel	112.699997	error	-17.699997	ønsked vinkel	95	shardpwm	-6	tid delat	0.000985
vinkel	112.709999	error	-17.709999	ønsked vinkel	95	shardpwm	-6	tid delat	0.005033
vinkel	112.699997	error	-17.699997	ønsked vinkel	95	shardpwm	-4	tid delat	0.000991
vinkel	112.699997	error	-17.699997	ønsked vinkel	95	shardpwm	-6	tid delat	0.003982
vinkel	112.699997	error	-17.699997	ønsked vinkel	95	shardpwm	-6	tid delat	0.000991
vinkel	112.690002	error	-17.690002	ønsked vinkel	95	shardpwm	-5	tid delat	0.005000
vinkel	112.690002	error	-17.690002	ønsked vinkel	95	shardpwm	-6	tid delat	0.000997
vinkel	112.690002	error	-17.690002	ønsked vinkel	95	shardpwm	-6	tid delat	0.004021
vinkel	112.639999	error	-17.639999	ønsked vinkel	95	shardpwm	3	tid delat	0.001004
vinkel	112.639999	error	-19.639999	ønsked vinkel	93	shardpwm	-90	tid delat	0.004981
vinkel	112.650002	error	-19.650002	ønsked vinkel	93	shardpwm	-12	tid delat	0.000998
vinkel	112.650002	error	-19.650002	ønsked vinkel	93	shardpwm	-10	tid delat	0.004015
vinkel	112.680000	error	-19.680000	ønsked vinkel	93	shardpwm	-16	tid delat	0.000998
vinkel	112.690002	error	-19.690002	ønsked vinkel	93	shardpwm	-11	tid delat	0.005008
vinkel	112.669998	error	-19.669998	ønsked vinkel	93	shardpwm	-6	tid delat	0.000991
vinkel	112.660004	error	-19.660004	ønsked vinkel	93	shardpwm	-10	tid delat	0.003994
vinkel	112.669998	error	-19.669998	ønsked vinkel	93	shardpwm	-12	tid delat	0.000999
vinkel	112.669998	error	-19.669998	ønsked vinkel	93	shardpwm	-10	tid delat	0.004998
vinkel	112.669998	error	-19.669998	ønsked vinkel	93	shardpwm	-10	tid delat	0.001013
vinkel	112.669998	error	-19.669998	ønsked vinkel	93	shardpwm	-10	tid delat	0.003989
vinkel	112.690002	error	-19.690002	ønsked vinkel	93	shardpwm	-14	tid delat	0.001007
vinkel	112.690002	error	-19.690002	ønsked vinkel	93	shardpwm	-11	tid delat	0.004991
vinkel	112.660004	error	-19.660004	ønsked vinkel	93	shardpwm	-5	tid delat	0.001004
vinkel	112.660004	error	-19.660004	ønsked vinkel	93	shardpwm	-11	tid delat	0.003991
vinkel	112.690002	error	-19.690002	ønsked vinkel	93	shardpwm	-17	tid delat	0.001020
vinkel	112.690002	error	-19.690002	ønsked vinkel	93	shardpwm	-11	tid delat	0.003980
vinkel	112.690002	error	-19.690002	ønsked vinkel	93	shardpwm	-11	tid delat	0.001024
vinkel	112.690002	error	-19.690002	ønsked vinkel	93	shardpwm	-11	tid delat	0.001005
vinkel	112.699997	error	-19.699997	ønsked vinkel	93	shardpwm	-11	tid delat	0.003976
vinkel	112.690002	error	-19.690002	ønsked vinkel	93	shardpwm	-9	tid delat	0.000997
vinkel	112.690002	error	-19.690002	ønsked vinkel	93	shardpwm	-11	tid delat	0.003999
vinkel	112.660004	error	-19.660004	ønsked vinkel	93	shardpwm	-5	tid delat	0.001003
vinkel	112.730003	error	-19.730003	ønsked vinkel	93	shardpwm	-14	tid delat	0.004992
vinkel	112.720001	error	-19.720001	ønsked vinkel	93	shardpwm	-9	tid delat	0.001028
vinkel	112.739998	error	-19.739998	ønsked vinkel	93	shardpwm	-12	tid delat	0.003982
vinkel	112.720001	error	-19.720001	ønsked vinkel	93	shardpwm	-7	tid delat	0.000994
vinkel	112.709999	error	-19.709999	ønsked vinkel	93	shardpwm	-11	tid delat	0.005005
vinkel	112.699997	error	-19.699997	ønsked vinkel	93	shardpwm	-9	tid delat	0.000994
vinkel	112.709999	error	-19.709999	ønsked vinkel	93	shardpwm	-12	tid delat	0.004004
vinkel	112.760002	error	-19.760002	ønsked vinkel	93	shardpwm	-22	tid delat	0.001022
vinkel	112.760002	error	-19.760002	ønsked vinkel	93	shardpwm	-12	tid delat	0.003971
vinkel	112.760002	error	-19.760002	ønsked vinkel	93	shardpwm	-12	tid delat	0.001030
vinkel	112.769997	error	-19.769997	ønsked vinkel	93	shardpwm	-12	tid delat	0.004979
vinkel	112.760002	error	-19.760002	ønsked vinkel	93	shardpwm	-10	tid delat	0.001002
vinkel	112.769997	error	-19.769997	ønsked vinkel	93	shardpwm	-13	tid delat	0.003998
vinkel	112.760002	error	-19.760002	ønsked vinkel	93	shardpwm	-10	tid delat	0.000998
vinkel	112.760002	error	-19.760002	ønsked vinkel	93	shardpwm	-12	tid delat	0.005008
vinkel	112.739998	error	-21.739998	ønsked vinkel	91	shardpwm	-255	tid delat	0.000994
vinkel	112.739998	error	-21.739998	ønsked vinkel	91	shardpwm	-16	tid delat	0.004004
vinkel	112.739998	error	-21.739998	ønsked vinkel	91	shardpwm	-16	tid delat	0.001005
vinkel	112.739998	error	-21.739998	ønsked vinkel	91	shardpwm	-16	tid delat	0.003999
vinkel	112.730003	error	-21.730003	ønsked vinkel	91	shardpwm	-14	tid delat	0.001020
vinkel	112.730003	error	-21.730003	ønsked vinkel	91	shardpwm	-16	tid delat	0.004983
vinkel	112.730003	error	-21.730003	ønsked vinkel	91	shardpwm	-16	tid delat	0.000997
vinkel	112.739998	error	-21.739998	ønsked vinkel	91	shardpwm	-17	tid delat	0.003999
vinkel	112.739998	error	-21.739998	ønsked vinkel	91	shardpwm	-16	tid delat	0.000996
vinkel	112.739998	error	-21.739998	ønsked vinkel	91	shardpwm	-17	tid delat	0.005005
vinkel	112.739998	error	-21.739998	ønsked vinkel	91	shardpwm	-17	tid delat	0.001001
vinkel	112.739998	error	-21.739998	ønsked vinkel	91	shardpwm	-17	tid delat	0.004000
vinkel	112.750000	error	-21.750000	ønsked vinkel	91	shardpwm	-19	tid delat	0.000991
vinkel	112.760002	error	-21.760002	ønsked vinkel	91	shardpwm	-17	tid delat	0.005006
vinkel	112.709999	error	-21.709999	ønsked vinkel	91	shardpwm	-7	tid delat	0.000995
vinkel	112.720001	error	-21.720001	ønsked vinkel	91	shardpwm	-17	tid delat	0.004003
vinkel	112.709999	error	-21.709999	ønsked vinkel	91	shardpwm	-15	tid delat	0.001003
vinkel	112.699997	error	-21.699997	ønsked vinkel	91	shardpwm	-17	tid delat	0.003997
vinkel	112.639999	error	-21.639999	ønsked vinkel	91	shardpwm	-5	tid delat	0.000992
vinkel	112.610001	error	-21.610001	ønsked vinkel	91	shardpwm	-16	tid delat	0.004996
vinkel	112.459999	error	-21.459999	ønsked vinkel	91	shardpwm	12	tid delat	0.000996
vinkel	112.379997	error	-21.379997	ønsked vinkel	91	shardpwm	-13	tid delat	0.004003
vinkel	112.370003	error	-21.370003	ønsked vinkel	91	shardpwm	-15	tid delat	0.001007
vinkel	112.339996	error	-21.339996	ønsked vinkel	91	shardpwm	-16	tid delat	0.004997
vinkel	112.150002	error	-21.150002	ønsked vinkel	91	shardpwm	20	tid delat	0.001004
vinkel	112.080002	error	-21.080002	ønsked vinkel	91	shardpwm	-13	tid delat	0.004004
vinkel	111.959999	error	-20.959999	ønsked vinkel	91	shardpwm	7	tid delat	0.000996
vinkel	111.910004	error	-20.910004	ønsked vinkel	91	shardpwm	-14	tid delat	0.005010
vinkel	111.699997	error	-20.699997	ønsked vinkel	91	shardpwm	26	tid delat	0.000990
vinkel	111.699997	error	-20.699997	ønsked vinkel	91	shardpwm	-16	tid delat	0.003996
vinkel	111.550003	error	-20.550003	ønsked vinkel	91	shardpwm	13	tid delat	0.001005
vinkel	111.480003	error	-20.480003	ønsked vinkel	91	shardpwm	-13	tid delat	0.004987
vinkel	111.070000	error	-20.070000	ønsked vinkel	91	shardpwm	65	tid delat	0.001009
vinkel	111.050003	error	-20.050003	ønsked vinkel	91	shardpwm	-14	tid delat	0.003998
vinkel	110.800003	error	-19.800003	ønsked vinkel	91	shardpwm	35	tid delat	0.000995
vinkel	110.760002	error	-19.760002	ønsked vinkel	91	shardpwm	-13	tid delat	0.005005
vinkel	110.440002	error	-19.440002	ønsked vinkel	91	shardpwm	50	tid delat	0.000993
vinkel	110.370003	error	-21.370003	ønsked vinkel	89	shardpwm	-114	tid delat	0.004001
vinkel	110.139999	error	-21.139999	ønsked vinkel	89	shardpwm	27	tid delat	0.001023
vinkel	110.080002	error	-21.080002	ønsked vinkel	89	shardpwm	-14	tid delat	0.003984
vinkel	109.820000	error	-20.820000	ønsked vinkel	89	shardpwm	34	tid delat	0.001003
vinkel	109.779999	error	-20.779999	ønsked vinkel	89	shardpwm	-9	tid delat	0.000994
vinkel	109.739998	error	-20.739998	ønsked vinkel	89	shardpwm	-15	tid delat	0.004007
vinkel	109.589996	error	-20.589996	ønsked vinkel	89	shardpwm	12	tid delat	0.001009
vinkel	109.639999	error	-20.639999	ønsked vinkel	89	shardpwm	-19	tid delat	0.003981
vinkel	109.489998	error	-20.489998	ønsked vinkel	89	shardpwm	12	tid delat	0.001006
vinkel	109.440002	error	-20.440002	ønsked vinkel	89	shardpwm	-14	tid delat	0.004991
vinkel	109.269997	error	-20.269997	ønsked vinkel	89	shardpwm	17	tid delat	0.001006
vinkel	109.250000	error	-20.250000	ønsked vinkel	89	shardpwm	-15	tid delat	0.004011
vinkel	109.150002	error	-20.150002	ønsked vinkel	89	shardpwm	3	tid delat	0.000989
vinkel	109.110001	error	-20.110001	ønsked vinkel	89	shardpwm	-14	tid delat	0.005001
vinkel	109.089996	error	-20.089996	ønsked vinkel	89	shardpwm	-12	tid delat	0.001008
vinkel	109.050003	error	-20.050003	ønsked vinkel	89	shardpwm	-14	tid delat	0.003995
vinkel	108.870003	error	-19.870003	ønsked vinkel	89	shardpwm	20	tid delat	0.000991
vinkel	108.849998	error	-19.849998	ønsked vinkel	89	shardpwm	-15	tid delat	0.005006
vinkel	108.870003	error	-19.870003	ønsked vinkel	89	shardpwm	-20	tid delat	0.000996
vinkel	108.910004	error	-19.910004	ønsked vinkel	89	shardpwm	-18	tid delat	0.004000
vinkel	108.839996	error	-19.839996	ønsked vinkel	89	shardpwm	-2	tid delat	0.001004
vinkel	108.860001	error	-19.860001	ønsked vinkel	89	shardpwm	-17	tid delat	0.004991
vinkel	108.750000	error	-19.750000	ønsked vinkel	89	shardpwm	5	tid delat	0.001008
vinkel	108.800003	error	-19.800003	ønsked vinkel	89	shardpwm	-19	tid delat	0.004010
vinkel	108.790001	error	-19.790001	ønsked vinkel	89	shardpwm	-14	tid delat	0.000986
vinkel	108.769997	error	-19.769997	ønsked vinkel	89	shardpwm	-15	tid delat	0.003995
vinkel	108.730003	error	-19.730003	ønsked vinkel	89	shardpwm	-8	tid delat	0.001000
vinkel	108.779999	error	-19.779999	ønsked vinkel	89	shardpwm	-18	tid delat	0.005011
vinkel	108.809998	error	-19.809998	ønsked vinkel	89	shardpwm	-22	tid delat	0.000997
vinkel	108.800003	error	-19.800003	ønsked vinkel	89	shardpwm	-16	tid delat	0.004016
vinkel	108.660004	error	-19.660004	ønsked vinkel	89	shardpwm	11	tid delat	0.000993
vinkel	108.680000	error	-19.680000	ønsked vinkel	89	shardpwm	-17	tid delat	0.005010
vinkel	108.720001	error	-19.720001	ønsked vinkel	89	shardpwm	-24	tid delat	0.000995
vinkel	108.750000	error	-19.750000	ønsked vinkel	89	shardpwm	-18	tid delat	0.003988
vinkel	108.730003	error	-19.730003	ønsked vinkel	89	shardpwm	-13	tid delat	0.000997
vinkel	108.730003	error	-19.730003	ønsked vinkel	89	shardpwm	-17	tid delat	0.005025
vinkel	108.730003	error	-19.730003	ønsked vinkel	89	shardpwm	-17	tid delat	0.000982
vinkel	108.690002	error	-22.690002	ønsked vinkel	86	shardpwm	-171	tid delat	0.003992
vinkel	108.669998	error	-22.669998	ønsked vinkel	86	shardpwm	-18	tid delat	0.001012
vinkel	108.660004	error	-22.660004	ønsked vinkel	86	shardpwm	-22	tid delat	0.004985
vinkel	108.680000	error	-22.680000	ønsked vinkel	86	shardpwm	-26	tid delat	0.001012
vinkel	108.680000	error	-22.680000	ønsked vinkel	86	shardpwm	-23	tid delat	0.004003
vinkel	108.680000	error	-22.680000	ønsked vinkel	86	shardpwm	-23	tid delat	0.001009
vinkel	108.680000	error	-22.680000	ønsked vinkel	86	shardpwm	-23	tid delat	0.004983
vinkel	108.730003	error	-22.730003	ønsked vinkel	86	shardpwm	-33	tid delat	0.000997
vinkel	108.690002	error	-22.690002	ønsked vinkel	86	shardpwm	-21	tid delat	0.003997
vinkel	108.669998	error	-22.669998	ønsked vinkel	86	shardpwm	-19	tid delat	0.001014
vinkel	108.639999	error	-22.639999	ønsked vinkel	86	shardpwm	-21	tid delat	0.003991
vinkel	108.610001	error	-22.610001	ønsked vinkel	86	shardpwm	-17	tid delat	0.001012
vinkel	108.599998	error	-22.599998	ønsked vinkel	86	shardpwm	-21	tid delat	0.000992
vinkel	108.599998	error	-22.599998	ønsked vinkel	86	shardpwm	-23	tid delat	0.004002
vinkel	108.639999	error	-22.639999	ønsked vinkel	86	shardpwm	-31	tid delat	0.001005
vinkel	108.489998	error	-22.489998	ønsked vinkel	86	shardpwm	-15	tid delat	0.003992
vinkel	108.489998	error	-22.489998	ønsked vinkel	86	shardpwm	-23	tid delat	0.001003
vinkel	108.480003	error	-22.480003	ønsked vinkel	86	shardpwm	-23	tid delat	0.005001
vinkel	108.430000	error	-22.430000	ønsked vinkel	86	shardpwm	-13	tid delat	0.001007
vinkel	108.339996	error	-22.339996	ønsked vinkel	86	shardpwm	-18	tid delat	0.003980
vinkel	108.389999	error	-22.389999	ønsked vinkel	86	shardpwm	-33	tid delat	0.001010
vinkel	108.389999	error	-22.389999	ønsked vinkel	86	shardpwm	-23	tid delat	0.005012
vinkel	108.379997	error	-22.379997	ønsked vinkel	86	shardpwm	-21	tid delat	0.000992
vinkel	108.269997	error	-22.269997	ønsked vinkel	86	shardpwm	-18	tid delat	0.003995
vinkel	108.330002	error	-22.330002	ønsked vinkel	86	shardpwm	-35	tid delat	0.001018
vinkel	108.309998	error	-22.309998	ønsked vinkel	86	shardpwm	-23	tid delat	0.005006
vinkel	108.169998	error	-22.169998	ønsked vinkel	86	shardpwm	4	tid delat	0.000986
vinkel	108.160004	error	-22.160004	ønsked vinkel	86	shardpwm	-23	tid delat	0.004012
vinkel	108.099998	error	-22.099998	ønsked vinkel	86	shardpwm	-11	tid delat	0.000986
vinkel	108.080002	error	-22.080002	ønsked vinkel	86	shardpwm	-22	tid delat	0.004994
vinkel	107.959999	error	-21.959999	ønsked vinkel	86	shardpwm	0	tid delat	0.001013
vinkel	107.940002	error	-21.940002	ønsked vinkel	86	shardpwm	-22	tid delat	0.003996
vinkel	107.870003	error	-21.870003	ønsked vinkel	86	shardpwm	-9	tid delat	0.001001
vinkel	107.860001	error	-21.860001	ønsked vinkel	86	shardpwm	-23	tid delat	0.005011
vinkel	107.830002	error	-21.830002	ønsked vinkel	86	shardpwm	-17	tid delat	0.000989
vinkel	107.820000	error	-21.820000	ønsked vinkel	86	shardpwm	-23	tid delat	0.003990
vinkel	107.709999	error	-21.709999	ønsked vinkel	86	shardpwm	-1	tid delat	0.000996
vinkel	107.660004	error	-21.660004	ønsked vinkel	86	shardpwm	-21	tid delat	0.005016
vinkel	107.629997	error	-23.629997	ønsked vinkel	84	shardpwm	-255	tid delat	0.001007
vinkel	107.580002	error	-23.580002	ønsked vinkel	84	shardpwm	-24	tid delat	0.003979
vinkel	107.419998	error	-23.419998	ønsked vinkel	84	shardpwm	4	tid delat	0.001012
vinkel	107.449997	error	-23.449997	ønsked vinkel	84	shardpwm	-28	tid delat	0.004986
vinkel	107.209999	error	-23.209999	ønsked vinkel	84	shardpwm	20	tid delat	0.001012
vinkel	107.169998	error	-23.169998	ønsked vinkel	84	shardpwm	-24	tid delat	0.003999
vinkel	106.900002	error	-22.900002	ønsked vinkel	84	shardpwm	28	tid delat	0.000993
vinkel	106.949997	error	-22.949997	ønsked vinkel	84	shardpwm	-28	tid delat	0.003998
vinkel	106.809998	error	-22.809998	ønsked vinkel	84	shardpwm	1	tid delat	0.001001
vinkel	106.750000	error	-22.750000	ønsked vinkel	84	shardpwm	-23	tid delat	0.005005
vinkel	106.559998	error	-22.559998	ønsked vinkel	84	shardpwm	12	tid delat	0.000997
vinkel	106.599998	error	-22.599998	ønsked vinkel	84	shardpwm	-27	tid delat	0.004015
vinkel	106.410004	error	-22.410004	ønsked vinkel	84	shardpwm	12	tid delat	0.000989
vinkel	106.339996	error	-22.339996	ønsked vinkel	84	shardpwm	-22	tid delat	0.004995
vinkel	105.959999	error	-21.959999	ønsked vinkel	84	shardpwm	50	tid delat	0.001010
vinkel	105.879997	error	-21.879997	ønsked vinkel	84	shardpwm	-20	tid delat	0.004010
vinkel	105.639999	error	-21.639999	ønsked vinkel	84	shardpwm	24	tid delat	0.000985
vinkel	105.550003	error	-21.550003	ønsked vinkel	84	shardpwm	-20	tid delat	0.005010
vinkel	105.160004	error	-21.160004	ønsked vinkel	84	shardpwm	55	tid delat	0.000988
vinkel	105.089996	error	-21.089996	ønsked vinkel	84	shardpwm	-20	tid delat	0.003994
vinkel	104.849998	error	-20.849998	ønsked vinkel	84	shardpwm	24	tid delat	0.001011
vinkel	104.809998	error	-20.809998	ønsked vinkel	84	shardpwm	-21	tid delat	0.004995
vinkel	104.489998	error	-20.489998	ønsked vinkel	84	shardpwm	40	tid delat	0.001010
vinkel	104.410004	error	-20.410004	ønsked vinkel	84	shardpwm	-18	tid delat	0.003991
vinkel	104.190002	error	-20.190002	ønsked vinkel	84	shardpwm	22	tid delat	0.000994
vinkel	104.180000	error	-20.180000	ønsked vinkel	84	shardpwm	-21	tid delat	0.005026
vinkel	103.849998	error	-19.849998	ønsked vinkel	84	shardpwm	45	tid delat	0.000985
vinkel	103.809998	error	-19.809998	ønsked vinkel	84	shardpwm	-19	tid delat	0.003990
vinkel	103.660004	error	-19.660004	ønsked vinkel	84	shardpwm	8	tid delat	0.001005
vinkel	103.680000	error	-19.680000	ønsked vinkel	84	shardpwm	-22	tid delat	0.003998
vinkel	103.440002	error	-19.440002	ønsked vinkel	84	shardpwm	25	tid delat	0.001021
vinkel	103.379997	error	-19.379997	ønsked vinkel	84	shardpwm	-18	tid delat	0.004974
vinkel	103.160004	error	-19.160004	ønsked vinkel	84	shardpwm	22	tid delat	0.001009
vinkel	103.129997	error	-19.129997	ønsked vinkel	84	shardpwm	-19	tid delat	0.003996
vinkel	102.949997	error	-18.949997	ønsked vinkel	84	shardpwm	15	tid delat	0.000996
vinkel	102.900002	error	-18.900002	ønsked vinkel	84	shardpwm	-18	tid delat	0.005000
vinkel	102.910004	error	-18.910004	ønsked vinkel	84	shardpwm	-22	tid delat	0.001006
vinkel	102.830002	error	-21.830002	ønsked vinkel	81	shardpwm	-172	tid delat	0.003997
vinkel	102.739998	error	-21.739998	ønsked vinkel	81	shardpwm	-7	tid delat	0.000996
vinkel	102.720001	error	-21.720001	ønsked vinkel	81	shardpwm	-25	tid delat	0.004003
vinkel	102.889999	error	-21.889999	ønsked vinkel	81	shardpwm	-60	tid delat	0.001004
vinkel	102.849998	error	-21.849998	ønsked vinkel	81	shardpwm	-24	tid delat	0.004993
vinkel	102.800003	error	-21.800003	ønsked vinkel	81	shardpwm	-16	tid delat	0.001009
vinkel	102.629997	error	-21.629997	ønsked vinkel	81	shardpwm	-17	tid delat	0.004032
vinkel	102.550003	error	-21.550003	ønsked vinkel	81	shardpwm	-9	tid delat	0.000997
vinkel	102.540001	error	-21.540001	ønsked vinkel	81	shardpwm	-25	tid delat	0.005017
vinkel	102.510002	error	-21.510002	ønsked vinkel	81	shardpwm	-19	tid delat	0.000953
vinkel	102.480003	error	-21.480003	ønsked vinkel	81	shardpwm	-24	tid delat	0.004002
vinkel	102.339996	error	-21.339996	ønsked vinkel	81	shardpwm	2	tid delat	0.000999
vinkel	102.330002	error	-21.330002	ønsked vinkel	81	shardpwm	-25	tid delat	0.004996
vinkel	102.180000	error	-21.180000	ønsked vinkel	81	shardpwm	4	tid delat	0.001006
vinkel	102.169998	error	-21.169998	ønsked vinkel	81	shardpwm	-25	tid delat	0.004001
vinkel	102.099998	error	-21.099998	ønsked vinkel	81	shardpwm	-11	tid delat	0.000995
vinkel	102.099998	error	-21.099998	ønsked vinkel	81	shardpwm	-25	tid delat	0.005018
vinkel	102.080002	error	-21.080002	ønsked vinkel	81	shardpwm	-21	tid delat	0.000981
vinkel	102.110001	error	-21.110001	ønsked vinkel	81	shardpwm	-27	tid delat	0.004004
vinkel	102.089996	error	-21.089996	ønsked vinkel	81	shardpwm	-22	tid delat	0.001026
vinkel	102.099998	error	-21.099998	ønsked vinkel	81	shardpwm	-26	tid delat	0.004967
vinkel	102.120003	error	-21.120003	ønsked vinkel	81	shardpwm	-30	tid delat	0.001007
vinkel	102.150002	error	-21.150002	ønsked vinkel	81	shardpwm	-27	tid delat	0.004009
vinkel	102.169998	error	-21.169998	ønsked vinkel	81	shardpwm	-30	tid delat	0.001005
vinkel	102.160004	error	-21.160004	ønsked vinkel	81	shardpwm	-25	tid delat	0.003977
vinkel	101.970001	error	-20.970001	ønsked vinkel	81	shardpwm	11	tid delat	0.001003
vinkel	101.889999	error	-20.889999	ønsked vinkel	81	shardpwm	-10	tid delat	0.001005
vinkel	101.900002	error	-20.900002	ønsked vinkel	81	shardpwm	-26	tid delat	0.003992
vinkel	101.889999	error	-20.889999	ønsked vinkel	81	shardpwm	-24	tid delat	0.001025
vinkel	101.900002	error	-20.900002	ønsked vinkel	81	shardpwm	-26	tid delat	0.005009
vinkel	101.900002	error	-20.900002	ønsked vinkel	81	shardpwm	-26	tid delat	0.001004
vinkel	101.879997	error	-20.879997	ønsked vinkel	81	shardpwm	-25	tid delat	0.003998
vinkel	101.910004	error	-20.910004	ønsked vinkel	81	shardpwm	-32	tid delat	0.000967
vinkel	101.949997	error	-20.949997	ønsked vinkel	81	shardpwm	-28	tid delat	0.005077
vinkel	102.089996	error	-21.089996	ønsked vinkel	81	shardpwm	-56	tid delat	0.000957
vinkel	102.089996	error	-21.089996	ønsked vinkel	81	shardpwm	-26	tid delat	0.004043
vinkel	102.169998	error	-21.169998	ønsked vinkel	81	shardpwm	-43	tid delat	0.000993
vinkel	102.260002	error	-23.260002	ønsked vinkel	79	shardpwm	-115	tid delat	0.004968
vinkel	102.320000	error	-23.320000	ønsked vinkel	79	shardpwm	-43	tid delat	0.001005
vinkel	102.330002	error	-23.330002	ønsked vinkel	79	shardpwm	-31	tid delat	0.003964
vinkel	102.360001	error	-23.360001	ønsked vinkel	79	shardpwm	-37	tid delat	0.001028
vinkel	102.400002	error	-23.400002	ønsked vinkel	79	shardpwm	-33	tid delat	0.004011
vinkel	102.349998	error	-23.349998	ønsked vinkel	79	shardpwm	-21	tid delat	0.000995
vinkel	102.330002	error	-23.330002	ønsked vinkel	79	shardpwm	-27	tid delat	0.001002
vinkel	102.330002	error	-23.330002	ønsked vinkel	79	shardpwm	-31	tid delat	0.003987
vinkel	102.260002	error	-23.260002	ønsked vinkel	79	shardpwm	-17	tid delat	0.001008
vinkel	102.300003	error	-23.300003	ønsked vinkel	79	shardpwm	-33	tid delat	0.003967
vinkel	102.300003	error	-23.300003	ønsked vinkel	79	shardpwm	-31	tid delat	0.001035
vinkel	102.309998	error	-23.309998	ønsked vinkel	79	shardpwm	-32	tid delat	0.004983
